current;S;L(cat);N;L (mm);W (mm);A (mm);H (mm);H(>5mm);category;PT;
Center North Atlantic Gyre;24;5mm;1759;5,191;2,92;6,693;0,009;0,009;film;;
Center North Atlantic Gyre;24;2mm (AEW);1760;3,753;2,442;5,99;0,009;;film;;
Center North Atlantic Gyre;24;2mm (AEW);1761;4,194;2,796;7,991;1,864;;fragment;;
Center North Atlantic Gyre;24;2mm (AEW);1762;3,649;3,012;5,976;2,486;;fragment;;
Center North Atlantic Gyre;24;2mm (AEW);1763;3,948;3,357;8,058;0,009;;film;;
Center North Atlantic Gyre;24;2mm (AEW);1764;4,129;2,906;8,572;2,045;;fragment;;
Center North Atlantic Gyre;24;2mm (AEW);1765;2,737;1,435;2,028;0,009;;film;;
Center North Atlantic Gyre;24;1mm (FS);1766;2,996;2,013;3,71;0,0086;;film;PE;
Center North Atlantic Gyre;24;1mm (FS);1767;3,379;2,833;6,349;0,0086;;film;PE;
Center North Atlantic Gyre;24;1mm (FS);1768;2,945;2,203;5,095;0,0086;;film;PE;
Center North Atlantic Gyre;24;1mm (FS);1769;3,616;2,204;4,095;0,0086;;film;PE;
Center North Atlantic Gyre;24;1mm (FS);1770;2,433;2,154;3,651;0,0086;;film;PE;
Center North Atlantic Gyre;24;1mm (FS);1771;2,247;1,577;2,172;1,107;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1772;3,264;1,849;4,32;1,047;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1773;2,652;1,812;3,396;1,238;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1774;3,143;2,103;4,988;1,407;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1775;3,576;2,305;4,899;1,486;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1776;3,101;2,303;4,911;1,710;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1777;2,305;1,523;2,254;1,006;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1778;2,454;1,769;3,018;1,275;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1779;2,273;1,923;3,314;1,627;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1780;5,496;2,67;9,893;1,297;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1781;2,032;1,632;2,432;1,311;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1782;2,305;1,692;2,598;1,242;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1783;3,077;1,958;4,438;1,246;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1784;2,883;1,615;3,538;0,905;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1785;3,328;2,074;4,769;1,293;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1786;3,712;2,046;5,243;1,128;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1787;1,928;1,617;2,172;1,356;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1788;2,388;1,745;2,876;1,275;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1789;1,923;1,281;1,314;0,853;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1790;2;1,494;2,225;1,116;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1791;3,354;1,984;4,503;1,174;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1792;3,004;2,615;5,308;2,276;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1793;1,694;1,385;1,651;1,132;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1794;4,723;2,208;6,923;1,032;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1795;2,847;1,849;3,42;1,201;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1796;1,859;1,374;1,527;1,016;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1797;1,985;1,12;1,426;0,632;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1798;2,969;1,887;3,953;1,199;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1799;3,185;2,287;5,13;1,642;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1800;3,647;2,16;5,325;1,279;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1801;2,375;1,719;2,71;1,244;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1802;2,37;1,689;2,899;1,204;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1803;2,945;2,276;4,704;1,759;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1804;1,966;1,462;1,669;1,087;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1805;3,089;1,686;4,03;0,920;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1806;2,837;1,901;3,503;1,274;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1807;2,343;1,692;2,698;1,222;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1808;2,112;1,692;2,527;1,356;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1809;4,089;2,218;4,923;1,203;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1810;1,97;1,091;1,083;0,604;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1811;2,512;1,923;3,237;1,472;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1812;2,247;1,766;2,882;1,388;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1813;2,872;1,553;3,491;0,840;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1814;2,314;1,679;2,68;1,218;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1815;3,649;2,346;6,408;1,508;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1816;3,4;2,692;5,929;2,131;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1817;1,961;1,231;1,799;0,773;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1818;1,978;1,454;1,917;1,069;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1819;3,115;2,111;4,308;1,431;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1820;3,583;1,75;4,456;0,855;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1821;2,006;1,308;1,71;0,853;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1822;2,626;1,636;2,858;1,019;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1823;2,37;2,136;3,58;1,925;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1824;2,485;1,577;2,888;1,001;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1825;2,189;1,46;1,982;0,974;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1826;2,585;1,832;3,438;1,298;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1827;2,62;2,013;3,609;1,547;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1828;1,966;1,513;2,036;1,164;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1829;2,414;1,922;2,734;1,530;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1830;2,652;1,416;2,592;0,756;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1831;2,702;1,352;2,781;0,677;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1832;3,009;2,154;4,811;1,542;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1833;3,004;2,385;5,55;1,894;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1834;2,34;1,653;2,663;1,168;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1835;2,07;1,654;2,314;1,322;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1836;3,846;1,854;5;0,894;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1837;2,58;1,538;2,917;0,917;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1838;2,779;2,067;4,018;1,537;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1839;2,828;2,154;4,349;1,641;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1840;2,314;1,923;3,195;1,598;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1841;2,355;1,387;2,349;0,817;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1842;2,496;2,176;3,941;1,897;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1843;2,348;2,067;3,42;1,820;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1844;1,97;1,538;2,101;1,201;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1845;2,116;1,455;2,178;1,000;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1846;3,379;2,217;5,13;1,455;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1847;2,617;1,894;3,497;1,371;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1848;2,178;1,769;2,858;1,437;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1849;2,797;2,26;4,811;1,826;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1850;2,2;1,614;2,207;1,184;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1851;2,992;2,223;4,136;1,652;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1852;1,754;1,369;1,473;1,069;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1853;2,287;1,647;2,142;1,186;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1854;2,562;2,173;4,107;1,843;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1855;2,247;1,607;2,29;1,149;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1856;2,631;2,308;4,42;2,025;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1857;2,586;2,237;4,219;1,935;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1858;4,169;1,824;4,402;0,798;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1859;2,477;1,261;2,243;0,642;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1860;2,433;1,735;3,047;1,237;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1861;2,557;1,895;3,148;1,404;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1862;2,779;2,205;3,994;1,750;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1863;2,36;1,615;2,639;1,105;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1864;2,863;2,157;4,331;1,625;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1865;3,043;2,292;5,349;1,726;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1866;2,617;1,499;2,899;0,859;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1867;4,183;2,899;9,562;2,009;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1868;4,33;2,462;7,888;1,400;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1869;5,114;2,432;7,13;1,157;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1870;2,537;2;3,704;1,577;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1871;3,268;2,107;4,959;1,358;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1872;2,053;1,692;2,391;1,394;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1873;2,122;1,742;2,32;1,430;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1874;2,166;1,591;2,485;1,169;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1875;2,52;1,228;2,402;0,598;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1876;2,348;1,36;2,207;0,788;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1877;2,053;1,655;2,396;1,334;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1878;2,687;2,407;4,586;2,156;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1879;2,67;1,293;2,562;0,626;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1880;2,515;1,584;2,562;0,998;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1881;2,897;2,064;4,047;1,471;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1882;2,053;1,632;2,272;1,297;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1883;3,139;2,098;4,041;1,402;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1884;1,729;1,445;1,746;1,208;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1885;2,58;1,838;3,515;1,309;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1886;2,78;1,923;3,734;1,330;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1887;3,621;2,252;4,716;1,401;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1888;2,863;2,367;4,917;1,957;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1889;2,924;2,462;4,503;2,073;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1890;3,99;2,297;5,976;1,322;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1891;2,24;1,538;2,444;1,056;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1892;2,676;2,077;3,68;1,612;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1893;3,819;1,997;4,769;1,044;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1894;2,679;2,062;3,746;1,587;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1895;3,138;2,718;5,929;2,354;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1896;3,321;1,692;4,083;0,862;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1897;2,828;1,564;2,822;0,865;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1898;2,139;1,75;2,787;1,432;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1899;2,048;1,543;2,154;1,163;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1900;2,8;2,38;4,686;2,023;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1901;3,351;2,254;4,97;1,516;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1902;1,657;1,308;1,432;1,033;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1903;3,206;2,156;4,722;1,450;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1904;2,071;1,692;2,183;1,382;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1905;1,873;1,669;2,237;1,487;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1906;1,961;1,538;2,325;1,206;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1907;3,077;1,744;3,947;0,988;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1908;2,78;2,26;4,828;1,837;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1909;2,8;1,656;3,568;0,979;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1910;2,308;2,134;3,509;1,973;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1911;2,72;1,923;3,817;1,360;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1912;1,478;1,231;1,225;1,025;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1913;2,945;2,241;4,905;1,705;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1914;3,974;2,66;6,402;1,780;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1915;2,863;2,168;4,538;1,642;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1916;3,414;2,173;4,509;1,383;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1917;2,243;1,537;2,231;1,053;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1918;3,115;2,512;5,462;2,026;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1919;1,985;1,385;1,953;0,966;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1920;1,72;1,231;1,538;0,881;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1921;2,388;1,756;2,704;1,291;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1922;2,62;1,414;2,509;0,763;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1923;1,923;1,399;1,799;1,018;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1924;2,754;1,879;3,846;1,282;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1925;2,485;1,695;3,266;1,156;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1926;2,463;1,077;1,314;0,471;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1927;1,97;1,394;2,053;0,986;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1928;2,822;1,595;2,805;0,901;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1929;2,078;1,549;2,331;1,155;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1930;2,39;1,589;2,201;1,056;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1931;2,757;1,643;2,888;0,979;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1932;1,97;1,403;1,669;0,999;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1933;3,874;1,308;4,118;0,442;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1934;1,511;1,067;1,053;0,753;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1935;2,548;1,327;2,408;0,691;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1936;2,571;2;3,544;1,556;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1937;2,112;1,857;2,793;1,633;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1938;2,481;1,846;2,722;1,374;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1939;2,481;1,927;3,533;1,497;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1940;2,336;1,728;2,361;1,278;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1941;2;1,308;2,059;0,855;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1942;4,112;2,409;7,609;1,411;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1943;3,321;2,339;5,87;1,647;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1944;1,941;1,325;1,846;0,904;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1945;2,687;1,819;3,527;1,231;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1946;3,28;2,19;4,609;1,462;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1947;3;2,067;4,746;1,424;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1948;2,919;2,375;4,805;1,932;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1949;2,243;1,585;2,314;1,120;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1950;2,892;2,308;5,095;1,842;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1951;2,264;1,387;2,45;0,850;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1952;2,896;2,211;4,325;1,688;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1953;2,155;1,308;2;0,794;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1954;3,131;2,231;5,136;1,590;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1955;2,72;2,03;4,178;1,515;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1956;6,939;1,7;5,059;0,416;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1957;2,445;1,426;2,154;0,832;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1958;2,821;1,804;3,491;1,154;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1959;3,004;2,297;5,03;1,756;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1960;3,841;1,84;5;0,881;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1961;3,592;2,533;6,503;1,786;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1962;2,071;1,736;2,586;1,455;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1963;2,822;1,485;3,249;0,781;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1964;2,515;1,769;3,077;1,244;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1965;2,929;1,538;2,964;0,808;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1966;3,235;1,823;4,692;1,027;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1967;4,651;2,171;5,485;1,013;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1968;2,54;1,665;2,893;1,091;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS);1969;2,863;1,909;3,929;1,385;;fragment;PP;
Center North Atlantic Gyre;24;1mm (FS);1970;2,987;2,077;4,479;1,444234684;;fragment;PP;
Center North Atlantic Gyre;24;1mm (FS);1971;3,097;2,34;5,219;1,768033581;;fragment;PP;
Center North Atlantic Gyre;24;1mm (FS rest);1972;1,913;1,417;1,88;1,05;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS rest);1973;1,955;1,455;2,093;1,083;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS rest);1974;1,559;1,119;1,241;0,803;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS rest);1975;1,523;1,027;0,865;0,693;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS rest);1976;1,705;1,343;1,479;1,058;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS rest);1977;1,679;1,343;1,391;1,074;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS rest);1978;1,305;1,007;0,89;0,777;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS rest);1979;1,853;1,504;1,88;1,221;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS rest);1980;1,603;0,784;0,852;0,383;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS rest);1981;3,655;0,657;1,291;0,118;;fragment;PE;
Center North Atlantic Gyre;24;1mm (FS rest);1982;4,347;2,168;6,579;0,009;;film;PE;
Center North Atlantic Gyre;24;1mm (FS rest);1983;4,237;2,239;6,566;0,009;;film;PE;
Center North Atlantic Gyre;24;1mm (FS rest);1984;6,478;2,405;8,684;0,009;;film;PE;
Center North Atlantic Gyre;24;0.5mm;1985;1,518;1,135;1,306;0,84863307;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;1986;2,103;1,143;1,656;0,621231098;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;1987;1,484;1,196;1,289;0,0086;;film;PE;
Center North Atlantic Gyre;24;0.5mm;1988;1,408;1,128;1,114;0,0086;;film;PE;
Center North Atlantic Gyre;24;0.5mm;1989;1,567;0,947;1,141;0,572309509;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;1990;2,447;1,514;2,471;0,936737229;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;1991;1,315;0,947;0,767;0,68198403;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;1992;1,318;1,016;0,945;0,783198786;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;1993;1,301;1,152;1,031;1,020064566;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;1994;1,34;0,888;0,859;0,588465672;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;1995;1,643;1,416;1,67;1,220362751;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;1996;1,927;1,358;1,844;0,957012974;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;1997;2,216;0,925;1,182;0,386112365;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;1998;1,688;1,317;1,524;1,027540877;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;1999;1,665;1,399;1,651;1,175496096;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;2000;2,93;1,634;2,838;0,0086;;film;PE;
Center North Atlantic Gyre;24;0.5mm;2001;1,671;0,816;1,087;0,0086;;film;PE;
Center North Atlantic Gyre;24;0.5mm;2002;1,881;1,546;2,076;1,270662414;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;2003;1,564;0,898;1,072;0,515603581;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;2004;1,408;1,037;1,021;0,763756392;;fragment;PP;
Center North Atlantic Gyre;24;0.5mm;2005;2,853;1,347;2,821;0,0086;;film;PE;
Center North Atlantic Gyre;24;0.5mm;2006;2,478;1,421;2,164;0,814867232;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;2007;1,659;1,318;1,602;0,0086;;film;PE;
Center North Atlantic Gyre;24;0.5mm;2008;1,748;1,506;1,756;1,297503432;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;2009;1,345;1,072;1,064;0,854411896;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;2010;1,773;1,419;1,673;1,135680203;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;2011;1,179;0,944;0,777;0,0086;;film;PE;
Center North Atlantic Gyre;24;0.5mm;2012;1,632;1,188;1,423;0,864794118;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;2013;1,498;1,302;1,365;0,0086;;film;PE;
Center North Atlantic Gyre;24;0.5mm;2014;1,671;1,285;1,577;0,988165769;;fragment;PP;
Center North Atlantic Gyre;24;0.5mm;2015;1,276;0,898;0,752;0,631978056;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;2016;3,533;0,852;2,361;0,205463912;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;2017;2,153;1,399;1,915;0,909057594;;fragment;PP;
Center North Atlantic Gyre;24;0.5mm;2018;2,102;1,313;1,902;0,820156518;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;2019;1,362;1,068;0,96;0,837462555;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;2020;1,492;1,313;1,35;0,0086;;film;PE;
Center North Atlantic Gyre;24;0.5mm;2021;1,185;0,891;0,752;0,669941772;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;2022;1,681;1,039;1,312;0,83;;line;PE;
Center North Atlantic Gyre;24;0.5mm;2023;2,736;1,588;3,145;0,0086;;film;undetermined;
Center North Atlantic Gyre;24;0.5mm;2024;1,538;1,227;1,343;0,978887516;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;2025;1,235;1,075;0,92;0,935728745;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;2026;3,473;1,132;2;0,0086;;film;PE;
Center North Atlantic Gyre;24;0.5mm;2027;2,545;1,492;2,711;0,874681336;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;2028;3,35;1,424;3,71;0,605306269;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;2029;3,731;1,477;3,822;0,584703565;;fragment;PE;
Center North Atlantic Gyre;24;0.5mm;2030;1,603;1,249;1,48;0,97317592;;fragment;PE;
